"FK","KD_JENIS_TRANSAKSI","FG_PENGGANTI","NOMOR_FAKTUR","MASA_PAJAK","TAHUN_PAJAK","TANGGAL_FAKTUR","NPWP","NAMA","ALAMAT_LENGKAP","JUMLAH_DPP","JUMLAH_PPN","JUMLAH_PPNBM","ID_KETERANGAN_TAMBAHAN","FG_UANG_MUKA","UANG_MUKA_DPP","UANG_MUKA_PPN","UANG_MUKA_PPNBM","REFERENSI"
"OF","00176","FILM RONTGEN 35X35 CM (SHRU)","2050000.0","10","2.05E7","0.0","2.05E7","2050000.0","0","0","","","","","","","",""
"OF","01041","FILM DI-HL 35X43","4800000.0","5","2.4E7","0.0","2.4E7","2400000.0","0","0","","","","","","","",""
"OF","02857","DEVELOPER AUTOMATIC","635850.0","4","2543400.0","0.0","2543400.0","254340.0","0","0","","","","","","","",""
"OF","02858","FIXER AUTOMATIC","345750.0","4","1383000.0","0.0","1383000.0","138300.0","0","0","","","","","","","",""
"FK","2","0","0000000000280","7","2019","2019-01-28","NIK : 1371115503910009","TOKO PADANG MAKE UP STORE ( YOUMEDA RESTA )","Jln. S Parman No.84 C Padang","1300360.7999999998","130036.00000000001","0","","0","0","0","0","19.000160"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02873","Cleansing Gentle Foaming Cream (RSH 103)","35455.0","6","212730.0","42546.0","170184.0","17018.4","0","0","","","","","","","",""
"OF","02874","Cleansing Eye Make Up Remover Lotion (RSH 104B)","32727.0","3","98181.0","19636.2","78544.8","7854.5","0","0","","","","","","","",""
"OF","02885","Whitening White Vitaly Cream (RSH 160)","44545.0","6","267270.0","53454.0","213816.0","21381.6","0","0","","","","","","","",""
"OF","02920","Liquid Eye Liner Exp Perfect Black (RMH 771)","45000.0","6","270000.0","54000.0","216000.0","21600.0","0","0","","","","","","","",""
"OF","02921","Liquid Eye Liner Exp Perfect Brush Black (RMH 771A)","45000.0","4","180000.0","36000.0","144000.0","14400.0","0","0","","","","","","","",""
"OF","02934","Lipstick  13 (RMH 812)","35909.0","6","215454.0","43090.8","172363.2","17236.3","0","0","","","","","","","",""
"OF","02949","Liquid Defying Care Found 01 (RMH 772)","47727.0","4","190908.0","38181.6","152726.4","15272.6","0","0","","","","","","","",""
"OF","02950","Liquid Defying Care Found 02 (RMH 773)","47727.0","2","95454.0","19090.8","76363.2","7636.3","0","0","","","","","","","",""
"OF","02951","Liquid Defying Care Found 03 (RMH 774)","47727.0","2","95454.0","19090.8","76363.2","7636.3","0","0","","","","","","","",""
"FK","2","0","0000000000281","7","2019","2019-01-28","01.800.552.0-201.000","SEMEN PADANG HOSPITAL","Jl. By Pass Km 7 RT 07 RW 04 Pisang Pauh","2.82E7","2820000.0","0","","0","0","0","0","19.000161"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","00173","FILM DI-HL 26X36","4600000.0","3","1.38E7","0.0","1.38E7","1380000.0","0","0","","","","","","","",""
"OF","01041","FILM DI-HL 35X43","4800000.0","3","1.44E7","0.0","1.44E7","1440000.0","0","0","","","","","","","",""
"FK","2","0","0000000000282","7","2019","2019-01-29","-","EVENT PROMOTOR AUBEU","Padang","2769003.0","0.0","0","","0","0","0","0","MA.190022"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02869","Cleansing Aqua Cool Milk (RSH 100)","35000.0","2","70000.0","17500.0","52500.0","0.0","0","0","","","","","","","",""
"OF","02870","Cleansing Aqua Cool Lotion (RSH 101)","35000.0","2","70000.0","17500.0","52500.0","0.0","0","0","","","","","","","",""
"OF","02871","Cleansing Aqua Cool Purifying Lotion (RSH 102)","35000.0","2","70000.0","17500.0","52500.0","0.0","0","0","","","","","","","",""
"OF","02872","Cleansing Aqua Cool Purifying Milk (RSH 108)","39001.0","2","78002.0","19500.5","58501.5","0.0","0","0","","","","","","","",""
"OF","02873","Cleansing Gentle Foaming Cream (RSH 103)","39001.0","2","78002.0","19500.5","58501.5","0.0","0","0","","","","","","","",""
"OF","02874","Cleansing Eye Make Up Remover Lotion (RSH 104B)","36000.0","1","36000.0","9000.0","27000.0","0.0","0","0","","","","","","","",""
"OF","02878","Moisturizing Age Defting Cream (RSH 121)","49000.0","1","49000.0","12250.0","36750.0","0.0","0","0","","","","","","","",""
"OF","02885","Whitening White Vitaly Cream (RSH 160)","49000.0","6","294000.0","73500.0","220500.0","0.0","0","0","","","","","","","",""
"OF","02887","Sun Screen Total Sun Block Cream (RSH 170)","45000.0","1","45000.0","11250.0","33750.0","0.0","0","0","","","","","","","",""
"OF","02891","Blush On 02 (RMH 533)","48500.0","3","145500.0","36375.0","109125.0","0.0","0","0","","","","","","","",""
"OF","02898","True Cover Found 04 (RMH 553)","55000.0","3","165000.0","41250.0","123750.0","0.0","0","0","","","","","","","",""
"OF","02903","Eye Shadow Compact 03 (RMH 608)","59500.0","2","119000.0","29750.0","89250.0","0.0","0","0","","","","","","","",""
"OF","02913","Eye Brow Pencil Brown (RMH 701)","42500.0","7","297500.0","74375.0","223125.0","0.0","0","0","","","","","","","",""
"OF","02919","Mascara Exp Premium Black (RMH 763)","62500.0","1","62500.0","15625.0","46875.0","0.0","0","0","","","","","","","",""
"OF","02920","Liquid Eye Liner Exp Perfect Black (RMH 771)","49500.0","3","148500.0","37125.0","111375.0","0.0","0","0","","","","","","","",""
"OF","02924","Lipstick  03 (RMH 802)","39500.0","2","79000.0","19750.0","59250.0","0.0","0","0","","","","","","","",""
"OF","02925","Lipstick  04 (RMH 803)","39500.0","3","118500.0","29625.0","88875.0","0.0","0","0","","","","","","","",""
"OF","02926","Lipstick  05 (RMH 804)","39500.0","1","39500.0","9875.0","29625.0","0.0","0","0","","","","","","","",""
"OF","02927","Lipstick  06 (RMH 805)","39500.0","1","39500.0","9875.0","29625.0","0.0","0","0","","","","","","","",""
"OF","02930","Lipstick  09 (RMH 808)","39500.0","2","79000.0","19750.0","59250.0","0.0","0","0","","","","","","","",""
"OF","02936","Lipstick  15 (RMH 814)","39500.0","1","39500.0","9875.0","29625.0","0.0","0","0","","","","","","","",""
"OF","02940","Lipstick  19 (RMH 818)","39500.0","1","39500.0","9875.0","29625.0","0.0","0","0","","","","","","","",""
"OF","02942","Lipstick  21 (RMH 820)","39500.0","3","118500.0","29625.0","88875.0","0.0","0","0","","","","","","","",""
"OF","02943","Lipstick  22 (RMH 821)","39500.0","3","118500.0","29625.0","88875.0","0.0","0","0","","","","","","","",""
"OF","02950","Liquid Defying Care Found 02 (RMH 773)","52500.0","2","105000.0","26250.0","78750.0","0.0","0","0","","","","","","","",""
"OF","02952","Liquid Matifying Care Found 01 (RMH 775)","52500.0","1","52500.0","13125.0","39375.0","0.0","0","0","","","","","","","",""
"OF","02957","New Exp Matte Lip Paint 02 (RMH 892)","59000.0","2","118000.0","29500.0","88500.0","0.0","0","0","","","","","","","",""
"OF","02958","New Exp Matte Lip Paint 03 (RMH 893)","59000.0","1","59000.0","14750.0","44250.0","0.0","0","0","","","","","","","",""
"OF","02960","New Exp Matte Lip Paint 05 (RMH 895)","59000.0","1","59000.0","14750.0","44250.0","0.0","0","0","","","","","","","",""
"OF","02961","New Exp Matte Lip Paint 06 (RMH 896)","59000.0","3","177000.0","44250.0","132750.0","0.0","0","0","","","","","","","",""
"OF","02963","New Exp Matte Lip Paint 08 (RMH 898)","59000.0","2","118000.0","29500.0","88500.0","0.0","0","0","","","","","","","",""
"OF","02964","New Exp Matte Lip Paint 09 (RMH 899)","59000.0","2","118000.0","29500.0","88500.0","0.0","0","0","","","","","","","",""
"OF","02976","UV Lite Powdery Found 01 (RMH 510)","67500.0","1","67500.0","16875.0","50625.0","0.0","0","0","","","","","","","",""
"OF","02978","UV Lite Powdery Found 03 (RMH 512)","67500.0","2","135000.0","33750.0","101250.0","0.0","0","0","","","","","","","",""
"OF","02979","UV Lite Powdery Found 05 (RMH 514)","67500.0","1","67500.0","16875.0","50625.0","0.0","0","0","","","","","","","",""
"OF","02987","Care Powder Purifying 01(RMH 523)","54000.0","1","54000.0","13500.0","40500.0","0.0","0","0","","","","","","","",""
"OF","02990","Care Powder Purifying 03(RMH 525)","54000.0","2","108000.0","27000.0","81000.0","0.0","0","0","","","","","","","",""
"OF","02992","Care Powder Lightening 03 (RMH 528)","54000.0","1","54000.0","13500.0","40500.0","0.0","0","0","","","","","","","",""
"FK","2","0","0000000000283","7","2019","2019-01-28","-","RS. DR. REKSODIWIRYO ","Jl. Dr. Wahidin, Ganting Parak Gadang Padang","3225750.0","322575.0","0","","0","0","0","0","19.000162"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02107","ECG Paper 80mm x 25mm","172500.0","22","3795000.0","569250.0","3225750.0","322575.0","0","0","","","","","","","",""
"FK","2","0","0000000000284","7","2019","2019-01-30","-","PT. CANDIKA WASTU PRAMATHANA","Jln. Pulogadung Raya BPSP Blok II No.3 Jakarta Timur
","1192500.0","0.0","0","","0","0","0","0","MA.190023"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02874","Cleansing Eye Make Up Remover Lotion (RSH 104B)","36000.0","1","36000.0","9000.0","27000.0","0.0","0","0","","","","","","","",""
"OF","02877","Moisturizing Hydra-C Moisturizing Gel (RSH 120)","39500.0","1","39500.0","9875.0","29625.0","0.0","0","0","","","","","","","",""
"OF","02880","Eye Care Eye Lift Gel (RSH 140)","45000.0","3","135000.0","33750.0","101250.0","0.0","0","0","","","","","","","",""
"OF","02882","Oily And Acne Purifying Foamin Gel (RSH 150)","39500.0","2","79000.0","19750.0","59250.0","0.0","0","0","","","","","","","",""
"OF","02883","Oily And Acne Clear Gel (RSH 151)","52500.0","2","105000.0","26250.0","78750.0","0.0","0","0","","","","","","","",""
"OF","02884","Oily And Acne Matt Fluid (RSH 153)","40000.0","2","80000.0","20000.0","60000.0","0.0","0","0","","","","","","","",""
"OF","02885","Whitening White Vitaly Cream (RSH 160)","49000.0","1","49000.0","12250.0","36750.0","0.0","0","0","","","","","","","",""
"OF","02885","Whitening White Vitaly Cream (RSH 160)","49000.0","1","49000.0","12250.0","36750.0","0.0","0","0","","","","","","","",""
"OF","02896","True Cover Found 02 (RMH 551)","55000.0","1","55000.0","13750.0","41250.0","0.0","0","0","","","","","","","",""
"OF","02919","Mascara Exp Premium Black (RMH 763)","62500.0","3","187500.0","46875.0","140625.0","0.0","0","0","","","","","","","",""
"OF","02920","Liquid Eye Liner Exp Perfect Black (RMH 771)","49500.0","1","49500.0","12375.0","37125.0","0.0","0","0","","","","","","","",""
"OF","02921","Liquid Eye Liner Exp Perfect Brush Black (RMH 771A)","49500.0","1","49500.0","12375.0","37125.0","0.0","0","0","","","","","","","",""
"OF","02949","Liquid Defying Care Found 01 (RMH 772)","52500.0","1","52500.0","13125.0","39375.0","0.0","0","0","","","","","","","",""
"OF","02954","Liquid Matifying Care Found 03 (RMH 777)","52500.0","1","52500.0","13125.0","39375.0","0.0","0","0","","","","","","","",""
"OF","02956","New Exp Matte Lip Paint 01 (RMH 891)","59000.0","1","59000.0","14750.0","44250.0","0.0","0","0","","","","","","","",""
"OF","02958","New Exp Matte Lip Paint 03 (RMH 893)","59000.0","1","59000.0","14750.0","44250.0","0.0","0","0","","","","","","","",""
"OF","02981","Refiil UV Lite Powdery Found 01 (RMH 510R)","48500.0","2","97000.0","24250.0","72750.0","0.0","0","0","","","","","","","",""
"OF","02983","Refiil UV Lite Powdery Found 03 (RMH 512R)","48500.0","4","194000.0","48500.0","145500.0","0.0","0","0","","","","","","","",""
"OF","02988","Care Powder Purifying 02 (RMH 524)","54000.0","3","162000.0","40500.0","121500.0","0.0","0","0","","","","","","","",""
"FK","2","0","0000000000285","7","2019","2019-01-29","82.466.351-2.201.000","MELLA COSMETIK (Delia Sartika)","Jl. Pasar Raya II 62 ","456246.0","45624.600000000006","0","","0","0","0","0","19.000163"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02170","Bio Placenta Body Lotion pink 500ml","14910.0","12","178920.0","26838.0","152082.0","15208.2","0","0","","","","","","","",""
"OF","02171","Bio Placenta Body Lotion Green Tea 500ml","14910.0","12","178920.0","26838.0","152082.0","15208.2","0","0","","","","","","","",""
"OF","02172","Bio Placenta Body Lotion Orange 500ml","14910.0","12","178920.0","26838.0","152082.0","15208.2","0","0","","","","","","","",""
"FK","2","0","0000000000286","7","2019","2019-01-29","NIK : 1371115503910009","TOKO PADANG MAKE UP STORE ( YOUMEDA RESTA )","Jln. S Parman No.84 C Padang","6457639.800000001","645763.9999999999","0","","0","0","0","0","19.000164"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03028","Smart Liner  ","68182.0","6","409092.0","81818.4","327273.6","32727.4","0","0","","","","","","","",""
"OF","03029","Countore Rose Pallete ","100000.0","6","600000.0","120000.0","480000.0","48000.0","0","0","","","","","","","",""
"OF","03034","Blush Me Up C.Flush 801 ","59091.0","12","709092.0","141818.4","567273.6","56727.4","0","0","","","","","","","",""
"OF","03038","Blush Me Up Luminious Glow  805 ","59091.0","6","354546.0","70909.2","283636.8","28363.7","0","0","","","","","","","",""
"OF","03039","Glam Rock foundation Stunning 01 ","136364.0","6","818184.0","163636.8","654547.2","65454.7","0","0","","","","","","","",""
"OF","03040","Glam Rock Foundation Enchanting 1.5 ","136364.0","6","818184.0","163636.8","654547.2","65454.7","0","0","","","","","","","",""
"OF","03044","Lip Matte Dolce 702 ","71818.0","12","861816.0","172363.2","689452.8","68945.3","0","0","","","","","","","",""
"OF","03045","Lip Matte Chocomelt 703 ","71818.0","12","861816.0","172363.2","689452.8","68945.3","0","0","","","","","","","",""
"OF","03055","Lip Matte Empower 714 ","71818.0","6","430908.0","86181.6","344726.4","34472.6","0","0","","","","","","","",""
"OF","03074","Lip Liner Vintage Rose ","50000.0","6","300000.0","60000.0","240000.0","24000.0","0","0","","","","","","","",""
"OF","03077","Eyelash Twiggy ","31818.0","6","190908.0","38181.6","152726.4","15272.6","0","0","","","","","","","",""
"OF","03087","Eye shadow N.Mocha 03 ","40909.0","3","122727.0","24545.4","98181.6","9818.2","0","0","","","","","","","",""
"OF","03089","Eye Shadow T.Green 05  ","40909.0","3","122727.0","24545.4","98181.6","9818.2","0","0","","","","","","","",""
"OF","03092","Inspired Wanderlust i3 ","53636.0","6","321816.0","64363.2","257452.8","25745.3","0","0","","","","","","","",""
"OF","03093","Inspired Activist i4 ","53636.0","3","160908.0","32181.6","128726.4","12872.6","0","0","","","","","","","",""
"OF","03095","Inspired Braveheart i11 ","53636.0","3","160908.0","32181.6","128726.4","12872.6","0","0","","","","","","","",""
"OF","03109","Eyelash Fix","40909.0","6","245454.0","49090.8","196363.2","19636.3","0","0","","","","","","","",""
"OF","03235","Highlighter Canggu ( Mizzu )","86365.0","6","518190.0","51819.0","466371.0","46637.1","0","0","","","","","","","",""
"FK","2","0","0000000000287","7","2019","2019-01-29","NIK : 1371105906930002","YUNO BEAUTY STORE ( YUNITA IDWAN )","Jln.Aru No.1 Lubuk Begalung, Padang","932742.0","93274.2","0","","0","0","0","0","19.000165"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03235","Highlighter Canggu ( Mizzu )","86365.0","12","1036380.0","103638.0","932742.0","93274.2","0","0","","","","","","","",""
"FK","2","0","0000000000288","7","2019","2019-01-29","NIK 1371044512730003","MINI KOSMETIK SPR (DELFI MARIZA)","Komp. SPR Lantai Dasar Pasar Raya Padang","3976253.0","397625.30000000005","0","","0","0","0","0","19.000166"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03024","Eyeliner Gel Silver ","50000.0","24","1200000.0","216000.0","984000.0","98400.0","0","0","","","","","","","",""
"OF","03033","Brow Wow Grey Shade 04 ","59091.0","3","177273.0","31909.1","145363.9","14536.4","0","0","","","","","","","",""
"OF","03035","Blush Me Up Rossy Tint 802 ","59091.0","6","354546.0","63818.3","290727.7","29072.8","0","0","","","","","","","",""
"OF","03038","Blush Me Up Luminious Glow  805 ","59091.0","6","354546.0","63818.3","290727.7","29072.8","0","0","","","","","","","",""
"OF","03039","Glam Rock foundation Stunning 01 ","136364.0","3","409092.0","73636.6","335455.4","33545.5","0","0","","","","","","","",""
"OF","03042","Glam Rock Foundation Alluring 03 ","136364.0","3","409092.0","73636.6","335455.4","33545.5","0","0","","","","","","","",""
"OF","03049","Lip Matte So Like It 708 ","71818.0","6","430908.0","77563.4","353344.6","35334.5","0","0","","","","","","","",""
"OF","03051","Lip Matte Full Bloom 710 ","71818.0","6","430908.0","77563.4","353344.6","35334.5","0","0","","","","","","","",""
"OF","03053","Lip Matte Glee 712 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03069","Powder Foundation 10 Watt (TWC)","54545.0","3","163635.0","29454.3","134180.7","13418.1","0","0","","","","","","","",""
"OF","03076","Remove it ","45455.0","3","136365.0","24545.7","111819.3","11181.9","0","0","","","","","","","",""
"OF","03090","Eye shadow Chocoberry 07 ","40909.0","3","122727.0","22090.9","100636.1","10063.6","0","0","","","","","","","",""
"OF","03092","Inspired Wanderlust i3 ","53636.0","6","321816.0","57926.9","263889.1","26388.9","0","0","","","","","","","",""
"OF","03110","Eye Shadow S Charcoal 01","40909.0","3","122727.0","22090.9","100636.1","10063.6","0","0","","","","","","","",""
"FK","2","0","0000000000289","7","2019","2019-01-30","70.546.776.9-024.000","PT. MEGA INFRA ADITAMA","Jln. Bambu Apus Raya  No.121 Jakarta Timur ","9407000.0","940700.0","0","","0","0","0","0","19.000167"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","01827","WILLI RUSH Folley Catheter 2 way N0.16","20350.0","20","407000.0","0.0","407000.0","40700.0","0","0","","","","","","","",""
"OF","02231","Vasofix Safety G22 x 1","45000.0","100","4500000.0","0.0","4500000.0","450000.0","0","0","","","","","","","",""
"OF","02232","Vasofix Safety G20 x 1 1/4","45000.0","100","4500000.0","0.0","4500000.0","450000.0","0","0","","","","","","","",""
"FK","2","0","0000000000290","7","2019","2019-01-30","NIK : 2102040203830011","OLA ZONEKA ( AFRIZON )","Jln. Raya Sitaba No.56, Padang","1.2565769000000004E7","1256577.5","0","","0","0","0","0","19.000168"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
